품목명,HS코드
서로 다른 색실의 것,6005230000
기타(표백하지 않은 것이나 표백한 것으로 한정한다),6005360000
기타(염색한 것으로 한정한다),6005370000
기타(서로 다른 색실의 것으로 한정한다),6005380000
기타(날염한 것으로 한정한다),6005390000
견으로 만든 것,6104491000
티셔츠,6109101000
캐시미어 염소의 털로 만든 것,6110120000
부속품,6111202000
스키슈트,6112200000
제5903호의 것,6113001000
제5906호의 것,6113002000
제5907호의 것,6113003000
단계압박 양말류(예: 정맥류 치료용 스타킹),6115100000
합성섬유로 만든 것(구성하는 단사가 67데시텍스 미만인 것으로 한정한다),6115210000
합성섬유로 만든 것(구성하는 단사가 67데시텍스 이상인 것으로 한정한다),6115220000
그 밖의 여성용인 전길이(full-length)나 무릎길이(knee-length)의 양말(구성하는 단사가 67데시텍스 미만인 것으로 한정한다),6115300000
플라스틱이나 고무를 침투ㆍ도포ㆍ피복하거나 적층한 것,6116100000
그 밖의 부속품,6117800000
부분품,6117900000
오버코트(overcoat)ㆍ레인코트(raincoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)과 이와 유사한 의류,6201201000
데님의 것(청바지를 포함한다),6203421000
견이나 견 웨이스트(waste)로 만든 것,6206100000
제5602호의 직물로 만든 것,6210101000
제5603호의 직물로 만든 것,6210102000
제5903호의 직물로 만든 것,6210201010
제5906호의 직물로 만든 것,6210201020
제5907호의 직물로 만든 것,6210201030
"유도, 태권도와 그 밖의 동양 무술복",6211321000
코르슬렛(corselette),6212300000
"플라스틱ㆍ고무를 침투, 도포, 피복한 것",6216001000
전기모포,6301100000
양모나 동물의 부드러운 털로 만든 모포(전기모포는 제외한다)와 여행용 러그(rug),6301200000
면으로 만든 모포(전기모포는 제외한다)와 여행용 러그(rug),6301300000
합성섬유로 만든 모포(전기모포는 제외한다)와 여행용 러그(rug),6301400000
그 밖의 모포와 여행용 러그(rug),6301900000
테이블린넨(table linen)(메리야스 편물이나 뜨개질 편물로 한정한다),6302400000
면으로 만든 토일렛린넨(toilet linen)과 주방린넨(kitchen linen)[테리타월지(terry towelling fabric)나 그 밖에 이와 유사한 테리(terry)직물의 것으로 한정한다],6302600000
베드 네트(이 류의 소호주 제1호에 규정된 것으로 한정한다),6304200000
면으로 만든 것(메리야스 편물이나 뜨개질 편물은 제외한다),6304920000
합성섬유로 만든 것(메리야스 편물이나 뜨개질 편물은 제외한다),6304930000
그 밖의 방직용 섬유로 만든 것(메리야스 편물이나 뜨개질 편물은 제외한다),6304990000
황마나 제5303호의 그 밖의 방직용 인피(靭皮)섬유로 만든 것,6305100000
중간 벌크컨테이너(신축성이 있는 것으로 한정한다),6305320000
기타[폴리에틸렌ㆍ폴리프로필렌 스트립(strip)이나 그 밖에 이와 유사한 것으로 만든 것으로 한정한다],6305330000
돛,6306300000
압축공기식 매트리스(mattress),6306400000
마루닦이포ㆍ접시닦이포ㆍ더스터(duster)와 이와 유사한 청소용 포,6307100000
구명재킷과 구명벨트,6307200000
신발류 끈,6307901000
보자기,6307902000
드레스 패턴(dress pattern),6307903000
안면마스크,63079040
수술용 마스크,6307904010
보건용 마스크,6307904020
비말차단용 마스크,6307904030
그 밖의 안면마스크,6307904090
"러그(rug)용ㆍ태피스트리(tapestry)용ㆍ자수한 테이블보용ㆍ서비에트(serviette)용 직물이나 실로 구성된 세트(부속품이 있는지에 상관없다), 이와 유사한 방직용 섬유제품을 제조하기 위한 것으로서 소매용으로 포장한 것",6308000000
사용하던 의류와 그 밖의 사용하던 물품,6309000000
선별한 것,6310100000
보호용 금속 토캡(toe-cap)을 넣은 신발,6401100000
스키부츠,6401921000
고무로 만든 것,6401929010
무릎을 덮는 것,64019910
스키부츠ㆍ크로스컨트리스키화ㆍ스노보드부츠,6402120000
신발[갑피(甲皮)끈을 플러그(plug) 삽입식으로 바닥에 조립한 것으로 한정한다],6402200000
방한화,6402911000
테니스화ㆍ농구화ㆍ체조화ㆍ훈련화나 이와 유사한 것,6402912000
샌들이나 이와 유사한 신발로서 주조에 의하여 단일체로 제조된 것,6402991000
"신발류[바깥 바닥을 가죽으로 만들고, 갑피(甲皮)를 발등과 엄지발가락의 주위를 감싸는 가죽끈으로 만든 것으로 한정한다]",6403200000
그 밖의 신발류[보호용 금속 토캡(toe-cap)을 넣은 것으로 한정한다],6403400000
발목을 덮는 것,6403510000
드레스화,6403591000
등산화,6403912000
편상화(lace-boots),6403913000
"스포츠용 신발류, 테니스화ㆍ농구화ㆍ체조화ㆍ훈련화나 이와 유사한 것",6404110000
실내화,6404191000
신발류[바깥 바닥을 가죽이나 콤퍼지션 레더(composition leather)로 만든 것으로 한정한다],6404200000
갑피(甲皮)를 가죽이나 콤퍼지션 레더(composition leather)로 만든 것,6405100000
갑피(甲皮)를 방직용 섬유재료로 만든 것,6405200000
갑피,6406101000
바깥바닥,6406201000
뒷굽,6406202000
갈아 끼울 수 있는 안창,6406902000
각반,6406903000
"모체(hat-form)[펠트(felt)로 만든 성형하지 않은 것으로서 차양을 붙이지 않은 것으로 한정한다], 펠트(felt)로 만든 플래토우(plateaux)와 망숑(manchon)[슬릿망숑(slit manchon)을 포함한다]",6501000000
"모체(hat-shape)[각종 재료로 만든 스트립(strip)을 엮거나 결합하여 만든 것으로서 미성형인 것, 차양을 붙이지 않은 것, 안을 대지 않거나 장식하지 않은 것으로 한정한다]",6502000000
"모자[각종 재료로 만든 스트립(strip)을 엮거나 결합하여 만든 것으로 한정하며, 안을 댄 것인지 또는 장식한 것인지에 상관없다]",6504000000
헤어네트,6505001000
메리야스나 뜨개질 모자,650500901
방직용 섬유의 직물로 만든 모자[펠트(felt)로 만든 것은 제외한다],650500902
운동모,6505009021
안전모자,6506100000
고무나 플라스틱으로 만든 것,6506910000
그 밖의 재료로 만든 것,6506990000
헤드밴드ㆍ내장재ㆍ커버ㆍ모자의 파운데이션(foundation)ㆍ모자의 프레임(frame)ㆍ챙ㆍ턱끈,6507000000
정원용 산류(傘類)나 이와 유사한 산류(傘類),6601100000
대가 절첩식(折疊式)인 것,6601910000
양산,6601992000
지팡이,6602001000
산류(傘類)의 틀(대에 부착된 틀을 포함한다),6603200000
새의 깃털이나 솜털이 붙은 가죽과 그 밖의 부분ㆍ깃털과 그 부분ㆍ솜털과 이들의 제품[제0505호의 물품과 가공한 깃대(scape)ㆍ깃촉(quill)은 제외한다],6701000000
직물로 만든 것,6702901000
사람 머리카락,6703001000
전체가발,6704110000
부분가발,6704191000
가속눈썹,6704194000
"포석ㆍ연석ㆍ판석[천연 석재로 한정하며, 슬레이트(slate)는 제외한다]",6801000000
"타일ㆍ큐브와 이와 유사한 물품(직사각형인지에 상관없으며 가장 넓은 면이 변의 길이가 7센티미터 미만인 정사각형의 면적 이내인 것으로 한정한다), 인공적으로 착색한 알갱이ㆍ조각ㆍ가루",6802100000
설화석고(alabaster),6802213000
화강암,6802230000
그 밖의 석회질 암석,6802291000
그 밖의 돌,6802990000
"가공한 슬레이트(slate)와 슬레이트(slate) 제품, 응결 슬레이트(slate)의 제품",6803000000
밀스톤(millstone)과 그라인드스톤(grindstone)[밀링(milling)용ㆍ그라인딩(grinding)용ㆍ펄핑(pulping)용으로 한정한다],6804100000
합성ㆍ천연 다이아몬드로 만든 것(응결된 것으로 한정한다),6804210000
반도체 웨이퍼 연마용,6804221000
천연석으로 만든 것,6804230000
수지석(手砥石),6804300000
방직용 섬유의 직물만을 기본 재료로 한 것,6805100000
종이나 판지만을 기본 재료로 한 것,6805200000
그 밖의 재료를 기본 재료로 한 것,6805300000
슬래그 울(slag wool),6806101000
암면(rock wool),6806102000
세라믹 파이버,6806103000
박리한 질석(蛭石),6806201000
팽창점토,6806202000
팽창퍼라이트,6806204000
내화피복재,6806901000
롤 모양인 것,6807100000
패널ㆍ보드ㆍ타일ㆍ블록과 이와 유사한 물품[식물성 섬유ㆍ짚ㆍ목재의 대팻밥ㆍ칩ㆍ파티클(particle)ㆍ톱밥이나 그 밖의 웨이스트(waste)를 시멘트ㆍ플라스터(plaster)나 그 밖의 광물성 결합재로 응결시킨 것으로 한정한다],6808000000
종이나 판지만을 입혔거나 보강한 것,6809110000
그 밖의 제품,6809900000
블록,6810111000
벽돌,6810112000
타일,6810191000
판석,6810192000
조립식 건축자재(건축용이나 토목 공사용으로 한정한다),6810910000
파일,6810992000
전신주,6810993000
석면을 함유한 것,6811400000
물결 모양의 시트(sheet),6811810000
그 밖의 시트(sheet)ㆍ패널ㆍ타일과 이와 유사한 제품,6811820000
청석면의 것,6812800000
의류ㆍ의류 부속품ㆍ신발ㆍ모자류,6812910000
브레이크 라이닝(brake lining)과 패드,6813810000
클러치 페이싱,6813891000
판ㆍ시트(sheet)ㆍ스트립(strip)(응결시키거나 재생한 운모의 것으로 한정하며 지지물에 부착한 것인지에 상관없다),6814100000
탄소섬유,6815110000
탄소섬유 직물,6815120000
프리프레그,6815131000
비전기용 흑연제품,6815191000
이탄(泥炭)제품,6815200000
"마그네사이트, 페리클레이스(periclase) 형태의 마그네시아, 백운석[돌라임(dolime) 형태의 것을 포함한다)]이나 크로마이트를 함유한 것",6815910000
슬래브와 패널,6901009010
마그네슘ㆍ칼슘ㆍ크로뮴원소를 산화마그네슘ㆍ산화칼슘ㆍ산화크로뮴으로 표현하였을 때 하나 이상의 함유량이 전 중량의 100분의 50을 초과하는 것,6902100000
"알루미나(Al2O3)ㆍ실리카(SiO2), 이들의 혼합물이나 화합물의 함유량이 전 중량의 100분의 50을 초과하는 것",6902200000
탄화규소나 지르콘을 기본 재료로 한 것,6902901000
도가니,69031020
반도체 웨이퍼(wafer) 제조에 사용되는 노(爐)용,6903102010
노즐,6903105000
관(管),6903207000
"막대(bar, rod)",6903909080
건축용 벽돌,6904100000
기와(지붕타일),6905100000
관(管)ㆍ도관(導管)ㆍ홈통,6906001000
관의 연결구류,6906002000
수분흡수계수가 중량기준으로 100분의 0.5 이하인 것,6907210000
수분흡수계수가 중량기준으로 100분의 0.5 초과 100분의 3 이하인 것,6907221000
수분흡수계수가 중량기준으로 100분의 10 초과인 것,6907230000
자기제의 것,6907301000
모스 경도가 9 이상인 물품,6909120000
수세식 변기통,6910103000
소변기,6910104000
커피 세트ㆍ티세트,6911101000
"공기, 대접과 접시",6911102000
가정용품,6912002000
화장용품,6912003000
화분,6914101000
괴(塊),7001001000
"웨이스트(waste)ㆍ스크랩(scrap), 깨진 유리",7001002000
구(球),7002100000
반도체 제조용으로서 석영제품(quartz ware) 제조에 사용되는 것,7002201000
선팽창계수가 섭씨 0도에서 300도의 범위 내에서 1켈빈온도당 1백만분의 5 이하인 그 밖의 유리로 만든 것,7002320000
두께가 2밀리미터 이하인 것 ,7003121000
두께가 2밀리미터 초과 3밀리미터 이하인 것 ,7003122000
두께가 3밀리미터 초과 4밀리미터 이하인 것 ,7003123000
두께가 4밀리미터 초과 5밀리미터 이하인 것 ,7003124000
두께가 5밀리미터 초과 6밀리미터 이하인 것 ,7003125000
두께가 6밀리미터 초과 8밀리미터 이하인 것 ,7003126000
두께가 8밀리미터를 초과하는 것,7003127000
망입(網入) 시트(sheet) 유리,7003200000
프로파일(profile),7003300000
반사유리,70051010
두께가 4밀리미터 이하인 것,7005101010
두께가 4밀리미터 초과 6밀리미터 이하인 것,7005101020
두께가 6밀리미터 초과 8밀리미터 이하인 것,7005101030
저방사유리,70051020
두께가 10밀리미터 이하인 것,7005217010
두께가 10밀리미터 초과 12밀리미터 이하인 것,7005217020
두께가 12밀리미터를 초과하는 것,7005217030
두께가 2밀리미터 이하인 것,70052910
플라즈마 디스플레이 패널용,7005291010
반도체나 평판디스플레이 제조에 사용되는 블랭크마스크(blank mask)용,7005291020
유기발광 디스플레이 패널용,7005291030
액정 디스플레이용,7005291040
맑은 유리,7005291091
저철분 유리,7005291092
두께가 2밀리미터 초과 3밀리미터 이하인 것,70052920
두께가 3밀리미터 초과 4밀리미터 이하인 것,70052930
두께가 4밀리미터 초과 5밀리미터 이하인 것,70052940
두께가 5밀리미터 초과 6밀리미터 이하인 것,70052950
두께가 8밀리미터 초과 10밀리미터 이하인 것,70052970
망입(網入) 유리,7005300000
두께가 8밀리미터 이하인 것,7007111000
두께가 12밀리미터 이하인 것(필름 두께를 포함한다),7007211000
두께가 12밀리미터를 초과하는 것(필름 두께를 포함한다),7007212000
유리로 만든 복층 절연유닛,7008000000
백미러(차량용으로 한정한다),7009100000
틀이 붙지 않은 것,7009910000
틀이 붙은 것,7009920000
앰플,7010100000
마개ㆍ뚜껑과 그 밖의 마개류,7010200000
전등용,7011100000
천연색용,7011201000
유리 도자제의 것,7013100000
납 크리스탈로 만든 것,7013220000
선팽창계수가 섭씨 0도에서 300도의 범위 내에서 1켈빈온도당 백만분의 5 이하인 유리로 만든 것,7013420000
실드빔 램프(sealed beam lamp)의 것,7014001000
신호용 유리제품,7014009010
유리로 만든 광학소자,7014009020
시력교정용 안경유리,7015100000
선글라스용,7015901000
시계용 유리와 이와 유사한 것,7015902000
유리로 만든 입방체와 그 밖의 유리 세공품(뒷면을 보강한지에 상관없으며 모자이크용이나 이와 유사한 장식용으로 한정한다),7016100000
압축하거나 주형한 유리로 만든 포장(鋪裝)용 블록ㆍ슬래브ㆍ벽돌ㆍ스퀘어(square)ㆍ타일과 그 밖의 제품[망입(網入)한 것인지에 상관없으며 건축용이나 건설용으로 한정한다],7016901000
레드라이트(leaded light),7016909010
스테인드글라스(stained glass),7016909020
석영유리 또는 용융실리카로 만든 것,7017100000
선팽창계수가 섭씨 0도에서 300도의 범위 내에서 1켈빈온도당 백만분의 5 이하인 그 밖의 유리로 만든 것,7017200000
비드(bead),7018101000
모조 진주,7018102000
모조 귀석과 반귀석,7018103000
모조 산호,7018104000
1밀리미터 이하인 유리로 만든 마이크로스피어(microsphere),7018200000
유리안구(인체용은 제외한다),7018901000
단연사(길이가 50밀리미터 이하인 것으로 한정한다),7019110000
로빙(roving),7019120000
그 밖의 실[슬리버(sliver)로 한정한다],7019130000
기계적으로 접착한 매트,7019140000
화학적으로 접착한 매트,7019150000
촘촘하게 직조한 직물[로빙(roving)의 것],7019610000
그 밖의 촘촘한 직물[로빙(roving)의 것],7019620000
폭이 30센티미터 이하인 것,7019631000
"폭이 30센티미터 초과인 것(평직물로서 1제곱미터당 중량이 250그램 미만이며, 구성하는 단사가 136텍스 이하의 필라멘트인 것으로 한정한다)",7019632000
로빙으로 짠 것,7019651000
"기타(평직물로서 1제곱미터당 중량이 250그램 미만이며, 구성하는 단사가 136텍스 이하의 필라멘트인 것으로 한정한다)",7019662000
웹(web)ㆍ매트리스(mattress)ㆍ보드와 이와 유사한 부직포,7019692000
직조한 직물,70196930
베일(얇은 시트),7019710000
그 밖의 촘촘한 직물,7019720000
그 밖의 성긴 직물,7019730000
글라스 울(glass wool),7019801000
공업용,70200010
반도체 웨이퍼(wafer) 제조용으로 확산로(擴散爐)와 산화로(酸化爐)에 삽입할 수 있도록 고안된 석영 리액터(reactor) 튜브와 홀더,7020001011
반도체 웨이퍼(wafer) 제조에 사용되는 노(爐)용 석영 도가니,7020001012
천연진주,7101100000
가공하지 않은 것,7101210000
가공한 것,7101220000
선별하지 않은 것,7102100000
원석(단순히 톱질한 것이나 쪼갠 것으로 한정한다),7102210000
"원석, 단순히 톱질한 것이나 거칠게 성형한 것",7103100000
루비,7103919010
사파이어,7103919020
에메랄드,7103919030
오팔,7103999010
비취,7103999020
옥수(玉髓),7103999030
수정,7103999040
압전기용 석영,7104100000
다이아몬드,7104210000
인조수정(공업용으로 한정한다),7104991000
합성한 것,7105102000
석류석의 것,7105901000
은의 함유량이 전 중량의 100분의 99.99 이상인 것,7106911000
"막대(bar, rod)와 형재(形材)",7106921000
판ㆍ시트(sheet)ㆍ스트립(strip),7106922000
선,7106923000
관(管)과 중공(中空)봉,7107004000
럼프(lump)ㆍ빌릿(billet)ㆍ알갱이,7108121000
화폐용,7108200000
금을 입힌 비금속(卑金屬)이나 은(반가공한 것보다 더 가공하지 않은 것으로 한정한다),7109000000
가공하지 않은 것이나 가루 모양인 것,7110110000
백금을 입힌 비금속(卑金屬)ㆍ은ㆍ금(반가공한 것보다 더 가공하지 않은 것으로 한정한다),7111000000
귀금속이나 귀금속 화합물을 포함하고 있는 회(灰),7112300000
잔재물의 것,7112911000
플라스틱의 웨이스트(waste)ㆍ페어링(paring)ㆍ스크랩(scrap)의 것,7112992000
은으로 만든 것(그 밖의 귀금속을 도금하거나 입힌 것인지에 상관없다),7113110000
백금을 입힌 것,7113201000
금을 입힌 것,7113202000
은을 입힌 것,7113203000
식탁용,7114191000
귀금속을 입힌 비금속(卑金屬)으로 만든 것,7114200000
촉매제[백금으로 만든 와이어 클로스(wire cloth)나 그릴 모양인 것으로 한정한다],7115100000
백금 도가니,7115901010
금으로 만든 것(금을 입힌 금속을 포함한다),7115909010
은으로 만든 것(은을 입힌 금속을 포함한다),7115909020
천연진주로 만든 것,7116101000
양식진주로 만든 것,7116102000
신변장식용,7116209010
커프링크(cuff-link)와 장식용 단추,7117110000
목걸이,7117191000
팔찌,7117192000
귀걸이,7117193000
브로치,7117194000
반지,7117195000
신변장식용 체인,7117196000
주화(금화는 제외한다)로서 법정통화가 아닌 것,7118100000
금화,7118901000
은화,7118902000
주물용,7201101000
제강용,7201102000
비합금선철(인의 함유량이 전 중량의 100분의 0.5를 초과하는 것으로 한정한다),7201200000
합금선철과 스피그라이즌(spiegeleisen),7201500000
탄소의 함유량이 전 중량의 100분의 2를 초과하는 것,7202110000
실리콘의 함유량이 100분의 55를 초과하는 것,7202210000
마그네슘 함유량이 전 중량의 100분의 2 이상인 것,7202291000
페로실리코망간(ferro-silico-manganese),7202300000
탄소의 함유량이 전 중량의 100분의 4를 초과하는 것,7202410000
페로실리코크로뮴(ferro-silico-chromium),7202500000
페로니켈(ferro-nickel),7202600000
페로몰리브데늄(ferro-molybdenum),7202700000
페로텅스텐(ferro-tungsten)과 페로실리코 텅스텐(ferro-silico-tungsten),7202800000
페로티타늄(ferrotitanium)과 페로실리코티타늄(ferro-silico-titanium),7202910000
페로바나듐(ferro-vanadium),7202920000
페로니오븀(ferro-niobium),7202930000
인철(인의 함유량이 전 중량의 100분의 15 이상인 것으로 한정한다),7202991000
철광석을 직접 환원하여 제조한 철제품,7203100000
주철의 웨이스트(waste)와 스크랩(scrap),7204100000
스테인리스강의 것,7204210000
주석을 도금한 철강의 웨이스트(waste)와 스크랩(scrap),7204300000
선삭(旋削)ㆍ세이빙(shaving)ㆍ칩ㆍ밀링 웨이스트(milling waste)ㆍ톱밥ㆍ파일링(filing)ㆍ트리밍(trimming)ㆍ스탬핑(stamping)(번들 모양인지에 상관없다),7204410000
재용해용 스크랩 잉곳(scrap ingot),7204500000
숏(shot),7205101000
그릿(grit),7205102000
합금강의 것,7205210000
잉곳(ingot),7206100000
블룸(bloom),7207111000
빌릿(billet),7207112000
슬래브,7207121000
시트바(sheet bar),7207122000
두께가 4.75밀리미터 이상인 것,7208101000
두께가 4.75밀리미터 미만인 것,7208109000
인장강도가 490메가파스칼 이상인 것,7208251000
코일 모양이 아닌 것으로서 열간(熱間)압연보다 더 가공하지 않은 부조(浮彫)된 무늬가 있는 것,7208400000
인장강도가 340메가파스칼 이상인 것,7209151000
두께가 0.5밀리미터 이상인 것,7210110000
두께가 0.5밀리미터 미만인 것,7210120000
납을 도금하거나 도포한 것(함석판을 포함한다),7210200000
물결 모양의 것,7210410000
소둔(燒鈍)한 것,72104910
산화크로뮴이나 크로뮴과 산화크로뮴으로 도금하거나 도포한 것,7210500000
알루미늄-아연 합금을 도금하거나 도포한 것,7210610000
두께가 4.75밀리미터 이상의 것,7210701000
두께가 4.75밀리미터 미만의 것,7210702000
니켈을 도금하거나 도포한 것,7210901000
구리를 도금하거나 도포한 것,7210902000
"4면을 압연한 것이나 크로스드박스패스(closed box pass)로 한 것(폭이 150밀리미터를 초과하고, 두께가 4밀리미터 이상인 것으로 한정하며, 코일 모양인 것과 부조(浮彫)된 무늬가 있는 것은 제외한다)",7211130000
클래드(clad)한 것,7212600000
압연공정에서 발생하는 톱니모양의 마디ㆍ리브(rib)ㆍ홈이나 그 밖의 모양으로 된 것,7213100000
기타[쾌삭강(快削鋼)의 것으로 한정한다],7213200000
탄소의 함유량이 전 중량의 100분의 0.6 미만인 것,72139110
탄소의 함유량이 전 중량의 100분의 0.25 이상인 것,7213911010
단조(鍛造)한 것,7214100000
철근,7214201000
횡단면이 직사각형인 것(정사각형인 것은 제외한다),7214910000
쾌삭강(快削鋼)의 것[냉간(冷間)성형이나 냉간(冷間)처리보다 더 가공하지 않은 것으로 한정한다],7215100000
기타[냉간(冷間)성형이나 냉간(冷間)처리보다 더 가공하지 않은 것으로 한정한다],7215500000
유(U)형강,7216101000
아이(I)형강,7216102000
에이치(H)형강,7216103000
엘(L)형강,7216210000
티(T)형강,7216220000
높이가 300밀리미터 미만인 것,7216333000
높이가 300밀리미터 이상 600밀리미터 이하인 것,7216334000
높이가 600밀리미터를 초과하는 것,7216335000
그 밖의 형강[열간(熱間)압연ㆍ열간인발(熱間引拔)ㆍ압출보다 더 가공하지 않은 것으로 한정한다],7216500000
평판압연제품으로부터 만든 것,7216610000
평판압연제품으로부터 냉간(冷間)성형이나 냉간(冷間)처리한 것,7216910000
도금하거나 도포하지 않은 것(연마한 것인지에 상관없다),7217100000
아연을 도금하거나 도포한 것,7217200000
"니켈계(니켈을 함유하며, 다른 원소가 함유되어 있는지에 상관없다)",72191110
"니켈 함유량이 전 중량의 6% 미만이고, 망간 함유량이 전 중량의 3% 이상인 것",7219111010
"니켈 함유량이 6% 미만이고, 망간 함유량이 3% 이상인 것",7220111010
스테인리스강의 봉[열간(熱間)압연한 것으로서 불규칙적으로 감은 코일 모양인 것으로 한정한다],7221000000
횡단면이 원형인 것,7222110000
봉[냉간(冷間)성형이나 냉간(冷間)처리보다 더 가공하지 않은 것으로 한정한다],7222200000
그 밖의 봉,7222300000
형강(形鋼),7222400000
스테인리스강의 선(線),7223000000
방향성(方向性)인 것,7225110000
고속도강의 것,7225301000
붕소의 함유량이 전 중량의 100분의 0.0008 이상의 것으로서 두께가 4.75밀리미터 이상의 것,7225309091
붕소의 함유량이 전 중량의 100분의 0.0008 이상의 것으로서 두께가 4.75밀리미터 미만의 것,7225309092
냉간압연(냉간환원)보다 더 가공하지 않은 것,7226920000
비정질 합금 박판(두께가 100미크론 미만인 것으로 한정한다),7226991000
아연을 전해도금이나 전해 도포한 것,7226992000
그 밖의 다른 방법으로 아연을 도금이나 도포한 것,7226993000
실리코망간강의 것,7227200000
내열강의 것,7227901000
붕소의 함유량이 전 중량의 100분의 0.0008 이상이고 전 중량의 100분의 0.003 미만의 것,7227909010
붕소의 함유량이 전 중량의 100분의 0.003 이상의 것,7227909020
고속도강의 봉,7228100000
실리코망간강의 봉,7228200000
붕소의 함유량이 전 중량의 100분의 0.0008 이상의 것,7228301000
그 밖의 봉[냉간(冷間)성형이나 냉간(冷間)처리보다 더 가공하지 않은 것으로 한정한다],7228500000
철근(붕소의 함유량이 전 중량의 100분의 0.0008 이상의 것),7228601000
중공(中空)드릴봉,7228800000
전기 저항선,72299010
내열강선,72299020
유(U)형,7301101000
1미터당 30킬로그램 이하인 것,73021010
열처리한 것,7302101010
1미터당 30킬로그램 초과 45킬로그램 이하인 것,73021020
1미터당 45킬로그램 초과 70킬로그램 이하인 것,73021030
1미터당 70킬로그램을 초과하는 것,73021040
스위치 블레이드(switch blade)ㆍ교차구류(crossing frog)ㆍ전철봉(point rod)과 그 밖의 크로싱피스(crossing piece),7302300000
이음매판(fish-plate)과 받침판(sole plate),7302400000
관,73030010
구상흑연 주철로 만든 것,7303001010
주철로 만든 관(管)과 중공(中空)프로파일(profile),7303002000
스테인리스강으로 만든 것,7304110000
스테인리스강으로 만든 드릴파이프,7304220000
그 밖의 드릴파이프,7304230000
기타(스테인리스강으로 만든 것으로 한정한다),7304240000
냉간인발(冷間引拔)하거나 냉간압연(냉간환원)한 것,7304310000
"바깥지름이 406.4밀리미터 초과 1,422.4밀리미터 이하인 것",7305111000
"바깥지름이 1,422.4밀리미터를 초과하는 것",7305112000
기타(세로 방향으로 용접한 것으로 한정한다),7305120000
유정용이나 가스정용 케이싱,7305200000
서브머지드아크(submerged arc) 용접한 것,7305311000
전기저항 용접한 것,7305312000
용접한 것(스테인리스강으로 만든 것으로 한정한다),7306110000
케이싱,7306211000
튜빙,7306212000
바깥지름이 114.3밀리미터를 초과하는 것,73063010
아연도금한 것,7306301010
아연 이외의 금속으로 도금이나 클래드한 것,7306301020
비금속으로 도포한 것,7306301030
바깥지름이 114.3밀리미터 이하인 것,73063020
"기타(용접한 것으로 한정하며, 횡단면이 원형인 것으로서 그 밖의 합금강으로 만든 것으로 한정한다)",7306500000
철이나 비합금강으로 만든 것,73066110
그 밖의 합금강으로 만든 것,7306613000
이중권(double wall) 강관,7306901000
비가단주철(非可鍛鑄鐵)로 만든 것,7307110000
플랜지(flange),7307210000
나선 가공한 슬리브(sleeve)(스테인리스강으로 만든 것에 한정한다),7307221000
버트(butt)용접용 연결구,7307230000
나선 가공한 슬리브(sleeve)(철강으로 만든 것에 한정한다),7307921000
바트(butt)용접용 연결구,7307930000
나선가공한 것(도금여부에 상관없다),7307991000
다리와 교량,7308100000
탑과 격자주(格子柱),7308200000
비계(飛階)ㆍ차단기ㆍ지주ㆍ굉도 받침에 사용되는 기구,7308400000
수문,7308901000
"철강으로 만든 각종 재료용 저장조ㆍ탱크ㆍ통과 이와 유사한 용기(압축용이나 액화가스용은 제외하고, 기계장치나 가열ㆍ냉각 장치를 갖추지 않은 것으로서 용적이 300리터를 초과하는 것으로 한정하며, 내장한 것인지 또는 열절연한 것인지에 상관없다)",7309000000
용적이 50리터 이상인 것,7310100000
납땜이나 크림핑(crimping)으로 봉합되는 통,7310210000
용적이 30리터 이하인 것,7311001000
용적이 30리터 초과 100리터 이하인 것,7311002000
용적이 100리터를 초과하는 것,7311003000
연선(stranded wire),73121010
연결구류 부착한 것,7312101011
스틸타이어 코드,7312101092
로프와 케이블,73121020
유자선(有刺線),7313001000
기계용 엔드리스 밴드(endless band)(스테인리스강으로 만든 것으로 한정한다),7314120000
그 밖의 직조한 클로스(cloth)(스테인리스강으로 만든 것으로 한정한다),7314140000
"그릴ㆍ망ㆍ울타리[접점을 용접한 것으로 선의 횡단면의 최대치가 3밀리미터 이상이고, 메시(mesh)의 크기가 100제곱센티미터 이상인 것으로 한정한다]",7314200000
아연으로 도금하거나 도포한 것,7314310000
플라스틱으로 도포한 것,7314420000
익스팬디드 메탈(expanded metal),7314500000
롤러체인(roller chain),7315110000
그 밖의 체인,7315120000
스키드체인(skid chain),7315200000
스터드링크(stud-link),7315810000
기타(용접한 링크의 것으로 한정한다),7315820000
그 밖의 부분품,7315900000
닻,7316001000
못,73170010
한 개의 구조로 된 것,731700101
도금ㆍ도포ㆍ 페인트한 것,7317001011
두 개 이상의 구조로 된 것,731700102
압정,7317002000
제도용과 사무용 핀,7317003000
물결 무늬가 있는 못,7317004000
스테이플,7317005000
코치 스크루(coach screw),7318110000
그 밖의 목재용 스크루(screw),7318120000
스크루 훅(screw hook)과 스크루 링(screw ring),7318130000
셀프태핑 스크루(self-tapping screw),7318140000
머신스크루(screw),7318151000
볼트(bolt),7318152000
볼트(bolt)ㆍ너트(nut)(세트로 된 것으로 한정한다),7318153000
너트(nut),7318160000
스프링 와셔(spring washer)와 그 밖의 록 와셔(lock washer),7318210000
그 밖의 와셔(washer),7318220000
리벳(rivet),7318230000
코터(cotter)와 코터핀(cotter-pin),7318240000
안전핀,7319401000
반도체 웨이퍼ㆍ반도체 디바이스의 측정이나 검사에 사용되는 핀,7319402000
수봉침ㆍ수편침ㆍ자수침,73199010
